record_id,sender_account,receiver_account,amount,currency,timestamp,reference,channel,region,status
REC001332,SND06932,RCV01549,69.00.00,USD,2026-08-31T18:39:00Z,REF-26684,SWIFT,APAC,SETTLED
REC001333,SND00412,RCV04543,91.00.00,USD,2026-08-31T15:13:00Z,REF-6039,SWIFT,APAC,SETTLED
REC001334,SND03694,RCV00670,68.00.00,USD,2026-08-31T08:23:00Z,REF-20660,SWIFT,APAC,SETTLED
REC001335,SND07268,RCV04023,85.00.00,USD,2026-08-31T19:35:00Z,REF-24468,SWIFT,APAC,SETTLED
REC001336,SND09546,RCV08318,58.00.00,USD,2026-08-31T00:17:00Z,REF-8926,SWIFT,APAC,SETTLED
REC001337,SND09961,RCV00424,75.00.00,USD,2026-08-31T03:31:00Z,REF-18375,SWIFT,APAC,SETTLED
REC001338,SND04777,RCV04073,35.00.00,USD,2026-08-31T10:29:00Z,REF-2089,SWIFT,APAC,SETTLED
REC001339,SND08961,RCV04739,11.00.00,USD,2026-08-31T14:16:00Z,REF-10057,SWIFT,APAC,SETTLED
REC001340,SND07621,RCV04280,35.00.00,USD,2026-08-31T03:31:00Z,REF-27103,SWIFT,APAC,SETTLED
REC001341,SND04045,RCV00520,27.00.00,USD,2026-08-31T09:34:00Z,REF-7326,SWIFT,APAC,SETTLED
REC001342,SND01386,RCV01670,86.00.00,USD,2026-08-31T20:29:00Z,REF-10865,SWIFT,APAC,SETTLED
REC001343,SND04380,RCV06004,60.00.00,USD,2026-08-31T11:56:00Z,REF-16673,SWIFT,APAC,SETTLED
REC001344,SND01511,RCV05464,89.00.00,USD,2026-08-31T18:50:00Z,REF-13567,SWIFT,APAC,SETTLED
REC001345,SND09510,RCV01127,24.00.00,USD,2026-08-31T02:12:00Z,REF-12625,SWIFT,APAC,SETTLED
REC001346,SND04113,RCV02955,64.00.00,USD,2026-08-31T13:26:00Z,REF-27739,SWIFT,APAC,SETTLED
REC001347,SND09122,RCV03651,80.00.00,USD,2026-08-31T10:11:00Z,REF-18094,SWIFT,APAC,SETTLED
REC001348,SND05952,RCV06739,89.00.00,USD,2026-08-31T15:48:00Z,REF-9653,SWIFT,APAC,SETTLED
REC001349,SND00640,RCV09237,81.00.00,USD,2026-08-31T18:17:00Z,REF-14924,SWIFT,APAC,SETTLED
REC001350,SND07255,RCV02459,21.00.00,USD,2026-08-31T12:24:00Z,REF-186,SWIFT,APAC,SETTLED
REC001351,SND03869,RCV06419,4.00.00,USD,2026-08-31T13:51:00Z,REF-30978,SWIFT,APAC,SETTLED
REC001352,SND09636,RCV01608,4.00.00,USD,2026-08-31T07:01:00Z,REF-16150,SWIFT,APAC,SETTLED
REC001353,SND03625,RCV00467,86.00.00,USD,2026-08-31T08:18:00Z,REF-24024,SWIFT,APAC,SETTLED
REC001354,SND07980,RCV04717,45.00.00,USD,2026-08-31T13:13:00Z,REF-28661,SWIFT,APAC,SETTLED
REC001355,SND02539,RCV04536,53.00.00,USD,2026-08-31T13:19:00Z,REF-29475,SWIFT,APAC,SETTLED
REC001356,SND00302,RCV05371,86.00.00,USD,2026-08-31T16:02:00Z,REF-26361,SWIFT,APAC,SETTLED
REC001357,SND03851,RCV01675,60.00.00,USD,2026-08-31T16:31:00Z,REF-5282,SWIFT,APAC,SETTLED
REC001358,SND01253,RCV02831,6.00.00,USD,2026-08-31T02:24:00Z,REF-7155,SWIFT,APAC,SETTLED
REC001359,SND09488,RCV01527,47.00.00,USD,2026-08-31T03:22:00Z,REF-16148,SWIFT,APAC,SETTLED
REC001360,SND06972,RCV04933,36.00.00,USD,2026-08-31T03:24:00Z,REF-11110,SWIFT,APAC,SETTLED
REC001361,SND00088,RCV05537,39.00.00,USD,2026-08-31T12:57:00Z,REF-24998,SWIFT,APAC,SETTLED
REC001362,SND00213,RCV05369,8.00.00,USD,2026-08-31T19:39:00Z,REF-8195,SWIFT,APAC,SETTLED
REC001363,SND08919,RCV01799,12.00.00,USD,2026-08-31T08:08:00Z,REF-4971,SWIFT,APAC,SETTLED
REC001364,SND05620,RCV02646,53.00.00,USD,2026-08-31T15:12:00Z,REF-11088,SWIFT,APAC,SETTLED
REC001365,SND08819,RCV05706,10.00.00,USD,2026-08-31T03:50:00Z,REF-3322,SWIFT,APAC,SETTLED
REC001366,SND05832,RCV01405,23.00.00,USD,2026-08-31T04:26:00Z,REF-23400,SWIFT,APAC,SETTLED
REC001367,SND08959,RCV05467,93.00.00,USD,2026-08-31T11:31:00Z,REF-10614,SWIFT,APAC,SETTLED
REC001368,SND03964,RCV01874,79.00.00,USD,2026-08-31T04:59:00Z,REF-28946,SWIFT,APAC,SETTLED
REC001369,SND04854,RCV07051,74.00.00,USD,2026-08-31T16:10:00Z,REF-10975,SWIFT,APAC,SETTLED
REC001370,SND06129,RCV04467,75.00.00,USD,2026-08-31T07:14:00Z,REF-19059,SWIFT,APAC,SETTLED
REC001371,SND08524,RCV07657,23.00.00,USD,2026-08-31T19:44:00Z,REF-16153,SWIFT,APAC,SETTLED
REC001372,SND05183,RCV02387,66.00.00,USD,2026-08-31T20:09:00Z,REF-31510,SWIFT,APAC,SETTLED
REC001373,SND06110,RCV01272,58.00.00,USD,2026-08-31T04:10:00Z,REF-29208,SWIFT,APAC,SETTLED
REC001374,SND05931,RCV02626,37.00.00,USD,2026-08-31T22:13:00Z,REF-6800,SWIFT,APAC,SETTLED
REC001375,SND03171,RCV03879,19.00.00,USD,2026-08-31T13:36:00Z,REF-15780,SWIFT,APAC,SETTLED
REC001376,SND08463,RCV08637,98.00.00,USD,2026-08-31T01:58:00Z,REF-1696,SWIFT,APAC,SETTLED
REC001377,SND08505,RCV01181,55.00.00,USD,2026-08-31T04:10:00Z,REF-15432,SWIFT,APAC,SETTLED
REC001378,SND05848,RCV08637,71.00.00,USD,2026-08-31T14:37:00Z,REF-28648,SWIFT,APAC,SETTLED
REC001379,SND09013,RCV07307,41.00.00,USD,2026-08-31T17:24:00Z,REF-20206,SWIFT,APAC,SETTLED
REC001380,SND01441,RCV06439,81.00.00,USD,2026-08-31T15:37:00Z,REF-9753,SWIFT,APAC,SETTLED
REC001381,SND08321,RCV05456,75.00.00,USD,2026-08-31T22:37:00Z,REF-24895,SWIFT,APAC,SETTLED
REC001382,SND05219,RCV04004,10.00.00,USD,2026-08-31T13:24:00Z,REF-8792,SWIFT,APAC,SETTLED
REC001383,SND02120,RCV02894,4.00.00,USD,2026-08-31T22:27:00Z,REF-19289,SWIFT,APAC,SETTLED
REC001384,SND05303,RCV04333,24.00.00,USD,2026-08-31T12:44:00Z,REF-14788,SWIFT,APAC,SETTLED
REC001385,SND01153,RCV03369,39.00.00,USD,2026-08-31T11:39:00Z,REF-24107,SWIFT,APAC,SETTLED
REC001386,SND09482,RCV03667,53.00.00,USD,2026-08-31T05:42:00Z,REF-28353,SWIFT,APAC,SETTLED
REC001387,SND02441,RCV09600,73.00.00,USD,2026-08-31T12:20:00Z,REF-24650,SWIFT,APAC,SETTLED
REC001388,SND07262,RCV01921,53.00.00,USD,2026-08-31T14:39:00Z,REF-27330,SWIFT,APAC,SETTLED
REC001389,SND01957,RCV03571,71.00.00,USD,2026-08-31T15:12:00Z,REF-8669,SWIFT,APAC,SETTLED
REC001390,SND09884,RCV07216,33.00.00,USD,2026-08-31T07:35:00Z,REF-7658,SWIFT,APAC,SETTLED
REC001391,SND05190,RCV01011,42.00.00,USD,2026-08-31T14:34:00Z,REF-22204,SWIFT,APAC,SETTLED
REC001392,SND05871,RCV00882,42.00.00,USD,2026-08-31T05:45:00Z,REF-10686,SWIFT,APAC,SETTLED
REC001393,SND05492,RCV07885,24.00.00,USD,2026-08-31T21:17:00Z,REF-18136,SWIFT,APAC,SETTLED
REC001394,SND04052,RCV09224,65.00.00,USD,2026-08-31T23:46:00Z,REF-4054,SWIFT,APAC,SETTLED
REC001395,SND04957,RCV03228,63.00.00,USD,2026-08-31T02:10:00Z,REF-15490,SWIFT,APAC,SETTLED
REC001396,SND06923,RCV09170,13.00.00,USD,2026-08-31T09:21:00Z,REF-11939,SWIFT,APAC,SETTLED
REC001397,SND02239,RCV06499,67.00.00,USD,2026-08-31T13:47:00Z,REF-32441,SWIFT,APAC,SETTLED
REC001398,SND08209,RCV06903,44.00.00,USD,2026-08-31T13:41:00Z,REF-29059,SWIFT,APAC,SETTLED
REC001399,SND04713,RCV04182,37.00.00,USD,2026-08-31T11:49:00Z,REF-30992,SWIFT,APAC,SETTLED
REC001400,SND08444,RCV04893,92.00.00,USD,2026-08-31T03:00:00Z,REF-24195,SWIFT,APAC,SETTLED
REC001401,SND05204,RCV07856,66.00.00,USD,2026-08-31T04:58:00Z,REF-2050,SWIFT,APAC,SETTLED
REC001402,SND01174,RCV02247,97.00.00,USD,2026-08-31T00:44:00Z,REF-14119,SWIFT,APAC,SETTLED
REC001403,SND00296,RCV08192,8.00.00,USD,2026-08-31T18:17:00Z,REF-23837,SWIFT,APAC,SETTLED
REC001404,SND03947,RCV08639,28.00.00,USD,2026-08-31T19:04:00Z,REF-16229,SWIFT,APAC,SETTLED
REC001405,SND04308,RCV08597,8.00.00,USD,2026-08-31T11:41:00Z,REF-1330,SWIFT,APAC,SETTLED
REC001406,SND02655,RCV09197,87.00.00,USD,2026-08-31T21:33:00Z,REF-11412,SWIFT,APAC,SETTLED
REC001407,SND03762,RCV02212,18.00.00,USD,2026-08-31T10:09:00Z,REF-10214,SWIFT,APAC,SETTLED
REC001408,SND00042,RCV08793,37.00.00,USD,2026-08-31T12:35:00Z,REF-26759,SWIFT,APAC,SETTLED
REC001409,SND03906,RCV07013,26.00.00,USD,2026-08-31T03:42:00Z,REF-3932,SWIFT,APAC,SETTLED
REC001410,SND00993,RCV09908,8.00.00,USD,2026-08-31T03:04:00Z,REF-31930,SWIFT,APAC,SETTLED
REC001411,SND07660,RCV04484,47.00.00,USD,2026-08-31T01:57:00Z,REF-6589,SWIFT,APAC,SETTLED
REC001412,SND05008,RCV03464,61.00.00,USD,2026-08-31T21:44:00Z,REF-4393,SWIFT,APAC,SETTLED
REC001413,SND09471,RCV03706,94.00.00,USD,2026-08-31T21:54:00Z,REF-23891,SWIFT,APAC,SETTLED
REC001414,SND02591,RCV02763,85.00.00,USD,2026-08-31T07:43:00Z,REF-21585,SWIFT,APAC,SETTLED
REC001415,SND05330,RCV07735,86.00.00,USD,2026-08-31T21:02:00Z,REF-31385,SWIFT,APAC,SETTLED
REC001416,SND02601,RCV00797,69.00.00,USD,2026-08-31T05:43:00Z,REF-15893,SWIFT,APAC,SETTLED
REC001417,SND03227,RCV00254,4.00.00,USD,2026-08-31T00:42:00Z,REF-20520,SWIFT,APAC,SETTLED
REC001418,SND06590,RCV04771,63.00.00,USD,2026-08-31T23:02:00Z,REF-2121,SWIFT,APAC,SETTLED
REC001419,SND04884,RCV00344,94.00.00,USD,2026-08-31T04:34:00Z,REF-2804,SWIFT,APAC,SETTLED
REC001420,SND03124,RCV08583,79.00.00,USD,2026-08-31T21:13:00Z,REF-19269,SWIFT,APAC,SETTLED
REC001421,SND09170,RCV06817,43.00.00,USD,2026-08-31T12:34:00Z,REF-9761,SWIFT,APAC,SETTLED
REC001422,SND08642,RCV05550,13.00.00,USD,2026-08-31T02:25:00Z,REF-7162,SWIFT,APAC,SETTLED
REC001423,SND00187,RCV06183,94.00.00,USD,2026-08-31T16:26:00Z,REF-30264,SWIFT,APAC,SETTLED
REC001424,SND03464,RCV07878,24.00.00,USD,2026-08-31T01:56:00Z,REF-13402,SWIFT,APAC,SETTLED
REC001425,SND01986,RCV02745,8.00.00,USD,2026-08-31T07:12:00Z,REF-26079,SWIFT,APAC,SETTLED
REC001426,SND01526,RCV07144,55.00.00,USD,2026-08-31T12:40:00Z,REF-5251,SWIFT,APAC,SETTLED
REC001427,SND03290,RCV07628,86.00.00,USD,2026-08-31T12:23:00Z,REF-1673,SWIFT,APAC,SETTLED
REC001428,SND00925,RCV09878,78.00.00,USD,2026-08-31T17:24:00Z,REF-21728,SWIFT,APAC,SETTLED
REC001429,SND05547,RCV08992,51.00.00,USD,2026-08-31T04:33:00Z,REF-31311,SWIFT,APAC,SETTLED
REC001430,SND08544,RCV02146,40.00.00,USD,2026-08-31T00:34:00Z,REF-6136,SWIFT,APAC,SETTLED
REC001431,SND00616,RCV03863,40.00.00,USD,2026-08-31T19:19:00Z,REF-9829,SWIFT,APAC,SETTLED
REC001432,SND07154,RCV04255,91.00.00,USD,2026-08-31T10:31:00Z,REF-21840,SWIFT,APAC,SETTLED
REC001433,SND00257,RCV01026,25.00.00,USD,2026-08-31T05:44:00Z,REF-12275,SWIFT,APAC,SETTLED
REC001434,SND07222,RCV04337,89.00.00,USD,2026-08-31T00:32:00Z,REF-2075,SWIFT,APAC,SETTLED
REC001435,SND09074,RCV00623,40.00.00,USD,2026-08-31T07:12:00Z,REF-21705,SWIFT,APAC,SETTLED
REC001436,SND02249,RCV05731,71.00.00,USD,2026-08-31T05:54:00Z,REF-13628,SWIFT,APAC,SETTLED
REC001437,SND09750,RCV09384,88.00.00,USD,2026-08-31T19:22:00Z,REF-24614,SWIFT,APAC,SETTLED
REC001438,SND00739,RCV04667,2.00.00,USD,2026-08-31T06:42:00Z,REF-12381,SWIFT,APAC,SETTLED
REC001439,SND09792,RCV09715,42.00.00,USD,2026-08-31T14:02:00Z,REF-95,SWIFT,APAC,SETTLED
REC001440,SND02584,RCV01884,68.00.00,USD,2026-08-31T04:46:00Z,REF-30505,SWIFT,APAC,SETTLED
REC001441,SND03582,RCV04022,97.00.00,USD,2026-08-31T13:54:00Z,REF-20116,SWIFT,APAC,SETTLED
REC001442,SND04010,RCV01893,2.00.00,USD,2026-08-31T08:28:00Z,REF-15558,SWIFT,APAC,SETTLED
REC001443,SND03242,RCV06855,95.00.00,USD,2026-08-31T17:52:00Z,REF-11028,SWIFT,APAC,SETTLED
REC001444,SND08243,RCV09899,2.00.00,USD,2026-08-31T09:02:00Z,REF-14602,SWIFT,APAC,SETTLED
REC001445,SND01718,RCV08533,64.00.00,USD,2026-08-31T20:29:00Z,REF-24615,SWIFT,APAC,SETTLED
REC001446,SND01260,RCV04783,75.00.00,USD,2026-08-31T14:47:00Z,REF-16277,SWIFT,APAC,SETTLED
REC001447,SND09871,RCV06360,63.00.00,USD,2026-08-31T05:33:00Z,REF-28527,SWIFT,APAC,SETTLED
REC001448,SND00188,RCV00910,66.00.00,USD,2026-08-31T09:51:00Z,REF-8871,SWIFT,APAC,SETTLED
REC001449,SND09259,RCV01307,23.00.00,USD,2026-08-31T20:30:00Z,REF-23011,SWIFT,APAC,SETTLED
REC001450,SND00375,RCV07811,65.00.00,USD,2026-08-31T15:14:00Z,REF-11179,SWIFT,APAC,SETTLED
REC001451,SND00474,RCV02643,52.00.00,USD,2026-08-31T15:32:00Z,REF-27020,SWIFT,APAC,SETTLED
REC001452,SND01018,RCV05457,60.00.00,USD,2026-08-31T12:45:00Z,REF-589,SWIFT,APAC,SETTLED
REC001453,SND00890,RCV09533,64.00.00,USD,2026-08-31T22:30:00Z,REF-19191,SWIFT,APAC,SETTLED
REC001454,SND01981,RCV04495,1.00.00,USD,2026-08-31T21:31:00Z,REF-15178,SWIFT,APAC,SETTLED
REC001455,SND05913,RCV06241,87.00.00,USD,2026-08-31T15:44:00Z,REF-1854,SWIFT,APAC,SETTLED
REC001456,SND01109,RCV00297,58.00.00,USD,2026-08-31T20:15:00Z,REF-5510,SWIFT,APAC,SETTLED
REC001457,SND02800,RCV08545,91.00.00,USD,2026-08-31T06:00:00Z,REF-16883,SWIFT,APAC,SETTLED
REC001458,SND05810,RCV00731,7.00.00,USD,2026-08-31T09:48:00Z,REF-18755,SWIFT,APAC,SETTLED
REC001459,SND02991,RCV00779,49.00.00,USD,2026-08-31T03:59:00Z,REF-21237,SWIFT,APAC,SETTLED
REC001460,SND09710,RCV04350,19.00.00,USD,2026-08-31T18:03:00Z,REF-209,SWIFT,APAC,SETTLED
REC001461,SND05742,RCV04965,97.00.00,USD,2026-08-31T13:26:00Z,REF-21827,SWIFT,APAC,SETTLED
REC001462,SND03052,RCV04034,72.00.00,USD,2026-08-31T00:25:00Z,REF-22472,SWIFT,APAC,SETTLED
REC001463,SND08370,RCV09826,22.00.00,USD,2026-08-31T15:27:00Z,REF-2915,SWIFT,APAC,SETTLED
REC001464,SND06597,RCV03981,66.00.00,USD,2026-08-31T12:34:00Z,REF-15348,SWIFT,APAC,SETTLED
REC001465,SND09794,RCV06034,46.00.00,USD,2026-08-31T19:23:00Z,REF-2593,SWIFT,APAC,SETTLED
REC001466,SND02708,RCV04378,45.00.00,USD,2026-08-31T03:21:00Z,REF-6510,SWIFT,APAC,SETTLED
REC001467,SND04649,RCV02011,26.00.00,USD,2026-08-31T17:49:00Z,REF-3724,SWIFT,APAC,SETTLED
REC001468,SND08123,RCV09048,58.00.00,USD,2026-08-31T10:08:00Z,REF-6176,SWIFT,APAC,SETTLED
REC001469,SND03834,RCV04075,43.00.00,USD,2026-08-31T08:42:00Z,REF-21776,SWIFT,APAC,SETTLED
REC001470,SND04021,RCV07866,12.00.00,USD,2026-08-31T07:09:00Z,REF-8470,SWIFT,APAC,SETTLED
REC001471,SND08558,RCV02380,31.00.00,USD,2026-08-31T12:00:00Z,REF-6061,SWIFT,APAC,SETTLED
REC001472,SND05547,RCV03846,98.00.00,USD,2026-08-31T14:13:00Z,REF-15025,SWIFT,APAC,SETTLED
REC001473,SND04803,RCV03735,1.00.00,USD,2026-08-31T07:42:00Z,REF-30838,SWIFT,APAC,SETTLED
REC001474,SND03241,RCV02612,33.00.00,USD,2026-08-31T22:36:00Z,REF-3709,SWIFT,APAC,SETTLED
REC001475,SND02688,RCV04606,63.00.00,USD,2026-08-31T13:42:00Z,REF-31040,SWIFT,APAC,SETTLED
REC001476,SND01789,RCV02718,41.00.00,USD,2026-08-31T00:31:00Z,REF-25331,SWIFT,APAC,SETTLED
REC001477,SND05401,RCV06289,66.00.00,USD,2026-08-31T13:04:00Z,REF-4361,SWIFT,APAC,SETTLED
REC001478,SND01448,RCV02652,1.00.00,USD,2026-08-31T19:44:00Z,REF-16701,SWIFT,APAC,SETTLED
REC001479,SND09573,RCV04783,88.00.00,USD,2026-08-31T17:15:00Z,REF-23290,SWIFT,APAC,SETTLED
REC001480,SND03016,RCV01376,27.00.00,USD,2026-08-31T02:06:00Z,REF-21546,SWIFT,APAC,SETTLED
REC001481,SND03202,RCV08762,78.00.00,USD,2026-08-31T06:08:00Z,REF-5443,SWIFT,APAC,SETTLED
REC001482,SND00657,RCV09167,40.00.00,USD,2026-08-31T12:13:00Z,REF-26008,SWIFT,APAC,SETTLED
REC001483,SND06705,RCV06708,19.00.00,USD,2026-08-31T18:29:00Z,REF-22036,SWIFT,APAC,SETTLED
REC001484,SND01267,RCV06771,2.00.00,USD,2026-08-31T08:09:00Z,REF-9723,SWIFT,APAC,SETTLED
REC001485,SND01191,RCV02047,94.00.00,USD,2026-08-31T00:43:00Z,REF-17370,SWIFT,APAC,SETTLED
REC001486,SND01597,RCV06759,86.00.00,USD,2026-08-31T00:51:00Z,REF-28439,SWIFT,APAC,SETTLED
REC001487,SND02000,RCV00420,66.00.00,USD,2026-08-31T22:23:00Z,REF-32711,SWIFT,APAC,SETTLED
REC001488,SND02573,RCV02470,26.00.00,USD,2026-08-31T04:12:00Z,REF-23151,SWIFT,APAC,SETTLED
REC001489,SND09642,RCV08463,77.00.00,USD,2026-08-31T10:43:00Z,REF-22359,SWIFT,APAC,SETTLED
REC001490,SND06290,RCV07652,71.00.00,USD,2026-08-31T07:03:00Z,REF-15607,SWIFT,APAC,SETTLED
REC001491,SND00587,RCV06461,27.00.00,USD,2026-08-31T03:37:00Z,REF-28568,SWIFT,APAC,SETTLED
REC001492,SND08930,RCV06349,24.00.00,USD,2026-08-31T03:45:00Z,REF-4617,SWIFT,APAC,SETTLED
REC001493,SND03748,RCV07650,85.00.00,USD,2026-08-31T21:03:00Z,REF-25846,SWIFT,APAC,SETTLED
REC001494,SND05721,RCV02168,41.00.00,USD,2026-08-31T21:04:00Z,REF-21597,SWIFT,APAC,SETTLED
REC001495,SND07657,RCV09157,45.00.00,USD,2026-08-31T01:12:00Z,REF-8812,SWIFT,APAC,SETTLED
REC001496,SND01496,RCV02677,83.00.00,USD,2026-08-31T13:25:00Z,REF-25417,SWIFT,APAC,SETTLED
REC001497,SND09372,RCV05966,44.00.00,USD,2026-08-31T21:57:00Z,REF-5758,SWIFT,APAC,SETTLED
REC001498,SND07000,RCV01751,68.00.00,USD,2026-08-31T03:11:00Z,REF-11052,SWIFT,APAC,SETTLED
REC001499,SND01887,RCV02971,24.00.00,USD,2026-08-31T02:42:00Z,REF-12106,SWIFT,APAC,SETTLED
REC001500,SND02099,RCV07119,38.00.00,USD,2026-08-31T03:18:00Z,REF-23426,SWIFT,APAC,SETTLED
REC001501,SND04051,RCV09603,45.00.00,USD,2026-08-31T22:33:00Z,REF-2785,SWIFT,APAC,SETTLED
REC001502,SND08311,RCV09671,42.00.00,USD,2026-08-31T00:13:00Z,REF-12569,SWIFT,APAC,SETTLED
REC001503,SND06870,RCV01460,20.00.00,USD,2026-08-31T23:14:00Z,REF-4681,SWIFT,APAC,SETTLED
REC001504,SND01440,RCV00418,9.00.00,USD,2026-08-31T08:42:00Z,REF-2964,SWIFT,APAC,SETTLED
REC001505,SND03909,RCV01147,80.00.00,USD,2026-08-31T21:16:00Z,REF-24776,SWIFT,APAC,SETTLED
REC001506,SND02061,RCV09388,11.00.00,USD,2026-08-31T19:03:00Z,REF-32010,SWIFT,APAC,SETTLED
REC001507,SND00871,RCV07056,4.00.00,USD,2026-08-31T04:11:00Z,REF-32041,SWIFT,APAC,SETTLED
REC001508,SND05032,RCV09336,38.00.00,USD,2026-08-31T17:25:00Z,REF-11962,SWIFT,APAC,SETTLED
REC001509,SND04470,RCV02220,60.00.00,USD,2026-08-31T06:14:00Z,REF-10661,SWIFT,APAC,SETTLED
REC001510,SND01652,RCV01959,97.00.00,USD,2026-08-31T14:51:00Z,REF-6276,SWIFT,APAC,SETTLED
REC001511,SND06557,RCV05054,89.00.00,USD,2026-08-31T15:52:00Z,REF-994,SWIFT,APAC,SETTLED
REC001512,SND02181,RCV09074,38.00.00,USD,2026-08-31T15:49:00Z,REF-9347,SWIFT,APAC,SETTLED
REC001513,SND05847,RCV06512,31.00.00,USD,2026-08-31T12:02:00Z,REF-28065,SWIFT,APAC,SETTLED
REC001514,SND00120,RCV01032,17.00.00,USD,2026-08-31T06:29:00Z,REF-31355,SWIFT,APAC,SETTLED
REC001515,SND02230,RCV06739,17.00.00,USD,2026-08-31T14:09:00Z,REF-2966,SWIFT,APAC,SETTLED
REC001516,SND00548,RCV09456,63.00.00,USD,2026-08-31T15:19:00Z,REF-2768,SWIFT,APAC,SETTLED
REC001517,SND04034,RCV05655,16.00.00,USD,2026-08-31T13:17:00Z,REF-25335,SWIFT,APAC,SETTLED
REC001518,SND04560,RCV07227,50.00.00,USD,2026-08-31T14:19:00Z,REF-19388,SWIFT,APAC,SETTLED
REC001519,SND04907,RCV00661,9.00.00,USD,2026-08-31T12:55:00Z,REF-7037,SWIFT,APAC,SETTLED
REC001520,SND00125,RCV01178,51.00.00,USD,2026-08-31T10:16:00Z,REF-29440,SWIFT,APAC,SETTLED
REC001521,SND07302,RCV09425,58.00.00,USD,2026-08-31T12:15:00Z,REF-9309,SWIFT,APAC,SETTLED
REC001522,SND08014,RCV07997,89.00.00,USD,2026-08-31T17:30:00Z,REF-19229,SWIFT,APAC,SETTLED
REC001523,SND09377,RCV04511,94.00.00,USD,2026-08-31T18:24:00Z,REF-25037,SWIFT,APAC,SETTLED
REC001524,SND00863,RCV00341,92.00.00,USD,2026-08-31T19:43:00Z,REF-22157,SWIFT,APAC,SETTLED
REC001525,SND00267,RCV04723,48.00.00,USD,2026-08-31T09:11:00Z,REF-23230,SWIFT,APAC,SETTLED
REC001526,SND04243,RCV01576,27.00.00,USD,2026-08-31T16:16:00Z,REF-123,SWIFT,APAC,SETTLED
REC001527,SND06774,RCV02884,32.00.00,USD,2026-08-31T18:00:00Z,REF-28119,SWIFT,APAC,SETTLED
REC001528,SND01425,RCV01461,93.00.00,USD,2026-08-31T04:56:00Z,REF-26503,SWIFT,APAC,SETTLED
REC001529,SND06301,RCV07204,85.00.00,USD,2026-08-31T15:20:00Z,REF-23654,SWIFT,APAC,SETTLED
REC001530,SND09252,RCV08009,64.00.00,USD,2026-08-31T10:49:00Z,REF-6775,SWIFT,APAC,SETTLED
REC001531,SND08885,RCV06570,19.00.00,USD,2026-08-31T09:48:00Z,REF-8926,SWIFT,APAC,SETTLED
REC001532,SND04854,RCV03841,94.00.00,USD,2026-08-31T10:39:00Z,REF-9288,SWIFT,APAC,SETTLED
REC001533,SND02354,RCV09558,43.00.00,USD,2026-08-31T03:20:00Z,REF-24463,SWIFT,APAC,SETTLED
REC001534,SND05333,RCV07548,59.00.00,USD,2026-08-31T20:49:00Z,REF-15680,SWIFT,APAC,SETTLED
REC001535,SND05676,RCV04957,68.00.00,USD,2026-08-31T12:41:00Z,REF-16791,SWIFT,APAC,SETTLED
REC001536,SND03997,RCV06875,62.00.00,USD,2026-08-31T09:30:00Z,REF-30950,SWIFT,APAC,SETTLED
REC001537,SND02881,RCV00426,74.00.00,USD,2026-08-31T20:38:00Z,REF-26474,SWIFT,APAC,SETTLED
REC001538,SND05227,RCV04793,70.00.00,USD,2026-08-31T22:24:00Z,REF-3869,SWIFT,APAC,SETTLED
REC001539,SND09828,RCV00688,22.00.00,USD,2026-08-31T03:53:00Z,REF-28341,SWIFT,APAC,SETTLED
REC001540,SND03406,RCV05532,35.00.00,USD,2026-08-31T23:22:00Z,REF-21845,SWIFT,APAC,SETTLED
REC001541,SND01336,RCV00063,25.00.00,USD,2026-08-31T12:28:00Z,REF-27998,SWIFT,APAC,SETTLED
REC001542,SND00293,RCV01958,41.00.00,USD,2026-08-31T23:02:00Z,REF-26177,SWIFT,APAC,SETTLED
REC001543,SND01188,RCV07765,62.00.00,USD,2026-08-31T10:44:00Z,REF-25679,SWIFT,APAC,SETTLED
REC001544,SND08781,RCV07720,4.00.00,USD,2026-08-31T11:36:00Z,REF-12515,SWIFT,APAC,SETTLED
REC001545,SND02541,RCV01095,98.00.00,USD,2026-08-31T13:31:00Z,REF-22856,SWIFT,APAC,SETTLED
REC001546,SND01442,RCV09855,42.00.00,USD,2026-08-31T20:06:00Z,REF-15226,SWIFT,APAC,SETTLED
REC001547,SND03773,RCV06398,8.00.00,USD,2026-08-31T02:36:00Z,REF-32241,SWIFT,APAC,SETTLED
REC001548,SND02371,RCV05320,3.00.00,USD,2026-08-31T16:29:00Z,REF-11668,SWIFT,APAC,SETTLED
REC001549,SND09950,RCV00076,2.00.00,USD,2026-08-31T15:30:00Z,REF-25470,SWIFT,APAC,SETTLED
REC001550,SND01738,RCV00668,91.00.00,USD,2026-08-31T06:41:00Z,REF-10525,SWIFT,APAC,SETTLED
REC001551,SND01374,RCV09598,24.00.00,USD,2026-08-31T22:21:00Z,REF-23549,SWIFT,APAC,SETTLED
REC001552,SND01879,RCV07340,30.00.00,USD,2026-08-31T06:18:00Z,REF-32634,SWIFT,APAC,SETTLED
REC001553,SND02320,RCV03062,84.00.00,USD,2026-08-31T05:33:00Z,REF-8777,SWIFT,APAC,SETTLED
REC001554,SND02370,RCV00780,73.00.00,USD,2026-08-31T09:28:00Z,REF-23139,SWIFT,APAC,SETTLED
REC001555,SND09542,RCV04521,1.00.00,USD,2026-08-31T09:54:00Z,REF-2851,SWIFT,APAC,SETTLED
REC001556,SND01106,RCV04733,79.00.00,USD,2026-08-31T14:15:00Z,REF-32434,SWIFT,APAC,SETTLED
